participant	antecedent_verb	antecedent_polarity	target	control	antecedent_frame	consequent_verb	consequent_embedded_tense	antecedent_text	consequent_text	response_likelihood	response_difficulty	sanity
42	point_out	negative	subject	object	NP V for NP to VP	want	future	A didn't point out for B to do C.	How likely is it that A wanted B to do C?	0.49	0.53	4
42	assure	positive	object	object	NP V NP to VP[+eventive]	intend	future	A assured B to do C.	How likely is it that B intended to do C?	0.6	0.42	4
42	agree	positive	object	object	NP V to NP to VP[+eventive]	believe	future	A agreed to B to do C.	How likely is it that B believed that B would do C?	0.5	0.31	4
42	disprove	positive	subject	subject	NP V VPing	intend	future	A disproved doing C.	How likely is it that A intended to do C?	0.07	0.12	4
42	testify	negative	subject	subject	NP V VPing	want	future	A didn't testify doing C.	How likely is it that A wanted to do C?	0.65	0.37	4
42	terrorize	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A terrorized B to do C.	How likely is it that A believed that B would do C?	0.82	0.61	4
42	corroborate	positive	subject	subject	NP V to VP[+eventive]	believe	future	A corroborated to do C.	How likely is it that A believed that A would do C?	0.75	0.18	4
42	elect	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't elect to do C.	How likely is it that A believed that A would do C?	0.23	0.11	4
42	change	negative	object	object	NP V for NP to VP	believe	future	A didn't change for B to do C.	How likely is it that B believed that B would do C?	0.48	0.4	4
42	commence	negative	subject	subject	NP V VPing	want	past	A didn't commence doing C.	How likely is it that A wanted to have done C?	0.37	0.36	4
42	reminisce	positive	subject	subject	NP V VPing	believe	past	A reminisced doing C.	How likely is it that A believed that A had done C?	0.92	0.07	4
42	remark	positive	subject	subject	NP V VPing	intend	future	A remarked doing C.	How likely is it that A intended to do C?	0.86	0.16	4
42	test	negative	subject	subject	NP be V to VP[+eventive]	want	future	A wasn't tested to do C.	How likely is it that A wanted to do C?	0.48	0.53	4
42	detest	positive	object	object	NP V for NP to VP	believe	future	A detested for B to do C.	How likely is it that B believed that B would do C?	0.49	0.62	4
42	find	positive	subject	object	NP V NP to VP[+eventive]	want	future	A found B to do C.	How likely is it that A wanted B to do C?	0.15	0.13	4
42	disgrace	positive	subject	subject	NP be V to VP[-eventive]	want	past	A was disgraced to have C.	How likely is it that A wanted to have had C?	0.11	0.3	4
42	radio	negative	object	object	NP V NP to VP[+eventive]	intend	past	A didn't radio B to do C.	How likely is it that B intended to have done C?	0.6	0.28	4
42	ordain	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was ordained to do C.	How likely is it that A believed that A would do C?	0.8	0.18	4
42	narrate	negative	subject	subject	NP V VPing	believe	future	A didn't narrate doing C.	How likely is it that A believed that A would do C?	0.5	0.46	4
42	glorify	negative	subject	subject	NP V VPing	intend	past	A didn't glorify doing C.	How likely is it that A intended to have done C?	0.6	0.41	4
42	strain	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't strain to do C.	How likely is it that A believed that A would do C?	0.66	0.31	4
42	procrastinate	negative	subject	subject	NP V to VP[+eventive]	want	future	A didn't procrastinate to do C.	How likely is it that A wanted to do C?	0.75	0.32	4
42	enlist	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A enlisted B to do C.	How likely is it that A believed that B would do C?	0.73	0.18	4
42	protest	negative	subject	subject	NP V VPing	intend	future	A didn't protest doing C.	How likely is it that A intended to do C?	0.71	0.29	4
42	grieve	positive	subject	subject	NP V VPing	believe	past	A grieved doing C.	How likely is it that A believed that A had done C?	0.73	0.34	4
42	brief	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A briefed B to do C.	How likely is it that A believed that B would do C?	0.79	0.21	4
42	reassert	positive	subject	subject	NP V VPing	intend	future	A reasserted doing C.	How likely is it that A intended to do C?	0.89	0.09	4
42	fantasize	positive	subject	object	NP V for NP to VP	want	future	A fantasized for B to do C.	How likely is it that A wanted B to do C?	0.76	0.16	4
42	struggle	positive	subject	object	NP V for NP to VP	want	future	A struggled for B to do C.	How likely is it that A wanted B to do C?	0.5	0.61	4
42	denounce	positive	subject	subject	NP V VPing	intend	future	A denounced doing C.	How likely is it that A intended to do C?	0.2	0.62	4
56	disprove	positive	subject	subject	NP V VPing	intend	future	A disproved doing C.	How likely is it that A intended to do C?	0.26	0.26	4
56	outrage	positive	subject	subject	NP be V to VP[+eventive]	intend	future	A was outraged to do C.	How likely is it that A intended to do C?	0.17	0.1	4
56	change	negative	object	object	NP V for NP to VP	believe	future	A didn't change for B to do C.	How likely is it that B believed that B would do C?	0.5	0.87	4
56	brief	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A briefed B to do C.	How likely is it that A believed that B would do C?	0.87	0.1	4
56	agree	positive	object	object	NP V to NP to VP[+eventive]	believe	future	A agreed to B to do C.	How likely is it that B believed that B would do C?	0.63	0.67	4
56	corroborate	positive	subject	subject	NP V to VP[+eventive]	believe	future	A corroborated to do C.	How likely is it that A believed that A would do C?	0.87	0.13	4
56	think	positive	object	object	NP V for NP to VP	want	future	A thought for B to do C.	How likely is it that B wanted to do C?	0.5	0.8	4
56	find	positive	subject	object	NP V NP to VP[+eventive]	want	future	A found B to do C.	How likely is it that A wanted B to do C?	0.57	0.81	4
56	strain	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't strain to do C.	How likely is it that A believed that A would do C?	0.58	0.42	4
56	struggle	positive	subject	object	NP V for NP to VP	want	future	A struggled for B to do C.	How likely is it that A wanted B to do C?	0.64	0.5	4
56	testify	negative	subject	subject	NP V VPing	want	future	A didn't testify doing C.	How likely is it that A wanted to do C?	0.33	0.48	4
56	denounce	positive	subject	subject	NP V VPing	intend	future	A denounced doing C.	How likely is it that A intended to do C?	0.13	0.09	4
56	glorify	negative	subject	subject	NP V VPing	intend	past	A didn't glorify doing C.	How likely is it that A intended to have done C?	0.5	0.84	4
56	test	negative	subject	subject	NP be V to VP[+eventive]	want	future	A wasn't tested to do C.	How likely is it that A wanted to do C?	0.33	0.6	4
56	oppose	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was opposed to do C.	How likely is it that A believed that A would do C?	0.13	0.2	4
56	plan	positive	object	object	NP V for NP to VP	want	future	A planned for B to do C.	How likely is it that B wanted to do C?	0.5	0.86	4
56	enlist	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A enlisted B to do C.	How likely is it that A believed that B would do C?	0.88	0.13	4
56	terrorize	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A terrorized B to do C.	How likely is it that A believed that B would do C?	0.65	0.38	4
56	argue	positive	object	object	NP V for NP to VP	want	future	A argued for B to do C.	How likely is it that B wanted to do C?	0.34	0.5	4
56	fantasize	positive	subject	object	NP V for NP to VP	want	future	A fantasized for B to do C.	How likely is it that A wanted B to do C?	0.92	0.05	4
56	narrate	negative	subject	subject	NP V VPing	believe	future	A didn't narrate doing C.	How likely is it that A believed that A would do C?	0.79	0.19	4
56	point_out	negative	subject	object	NP V for NP to VP	want	future	A didn't point out for B to do C.	How likely is it that A wanted B to do C?	0.37	0.51	4
56	procrastinate	negative	subject	subject	NP V to VP[+eventive]	want	future	A didn't procrastinate to do C.	How likely is it that A wanted to do C?	0.88	0.15	4
56	detest	positive	object	object	NP V for NP to VP	believe	future	A detested for B to do C.	How likely is it that B believed that B would do C?	0.64	0.69	4
56	delight	positive	subject	object	NP V for NP to VP	want	future	A delighted for B to do C.	How likely is it that A wanted B to do C?	0.94	0.05	4
56	remark	positive	subject	subject	NP V VPing	intend	future	A remarked doing C.	How likely is it that A intended to do C?	0.76	0.3	4
56	protest	negative	subject	subject	NP V VPing	intend	future	A didn't protest doing C.	How likely is it that A intended to do C?	0.75	0.27	4
56	call	positive	object	object	NP V NP to VP[+eventive]	intend	future	A called B to do C.	How likely is it that B intended to do C?	0.5	0.85	4
56	commence	negative	subject	subject	NP V VPing	want	past	A didn't commence doing C.	How likely is it that A wanted to have done C?	0.29	0.3	4
56	preach	positive	subject	object	NP V for NP to VP	intend	future	A preached for B to do C.	How likely is it that A intended for B to do C?	0.92	0.08	4
56	reminisce	positive	subject	subject	NP V VPing	believe	past	A reminisced doing C.	How likely is it that A believed that A had done C?	1.0	0.0	4
56	guarantee	negative	subject	subject	NP V VPing	believe	future	A didn't guarantee doing C.	How likely is it that A believed that A would do C?	0.45	0.6	4
56	assure	positive	object	object	NP V NP to VP[+eventive]	intend	future	A assured B to do C.	How likely is it that B intended to do C?	0.8	0.21	4
56	calibrate	positive	subject	object	NP V for NP to VP	intend	future	A calibrated for B to do C.	How likely is it that A intended for B to do C?	0.9	0.19	4
56	ordain	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was ordained to do C.	How likely is it that A believed that A would do C?	0.94	0.04	4
56	shout	positive	subject	object	NP V to NP to VP[+eventive]	intend	future	A shouted to B to do C.	How likely is it that A intended for B to do C?	0.97	0.03	4
56	worry	positive	subject	subject	NP be V to VP[-eventive]	intend	future	A was worried to have C.	How likely is it that A intended to have C?	0.9	0.09	4
56	grieve	positive	subject	subject	NP V VPing	believe	past	A grieved doing C.	How likely is it that A believed that A had done C?	1.0	0.0	4
56	reassert	positive	subject	subject	NP V VPing	intend	future	A reasserted doing C.	How likely is it that A intended to do C?	1.0	0.0	4
56	elect	negative	subject	subject	NP V to VP[+eventive]	believe	future	A didn't elect to do C.	How likely is it that A believed that A would do C?	0.76	0.17	4
56	authorize	positive	subject	subject	NP V VPing	want	future	A authorized doing C.	How likely is it that A wanted to do C?	0.5	0.9	4
56	justify	negative	subject	subject	NP V to VP[-eventive]	believe	future	A didn't justify to have C.	How likely is it that A believed that A would have C?	0.62	0.61	4
56	infer	positive	subject	subject	NP be V to VP[-eventive]	want	past	A was inferred to have C.	How likely is it that A wanted to have had C?	0.54	0.79	4
56	request	negative	subject	object	NP V NP to VP[+eventive]	intend	future	A didn't request B to do C.	How likely is it that A intended for B to do C?	0.39	0.65	4
56	disgrace	positive	subject	subject	NP be V to VP[-eventive]	want	past	A was disgraced to have C.	How likely is it that A wanted to have had C?	0.05	0.06	4
56	impel	positive	subject	object	NP V NP to VP[+eventive]	want	future	A impelled B to do C.	How likely is it that A wanted B to do C?	0.99	0.01	4
56	sign	positive	object	object	NP V NP to VP[+eventive]	intend	future	A signed B to do C.	How likely is it that B intended to do C?	0.51	0.83	4
56	radio	negative	object	object	NP V NP to VP[+eventive]	intend	past	A didn't radio B to do C.	How likely is it that B intended to have done C?	0.5	0.88	4
58	test	negative	subject	subject	NP be V to VP[+eventive]	want	future	A wasn't tested to do C.	How likely is it that A wanted to do C?	0.0	0.02	4
58	disprove	positive	subject	subject	NP V VPing	intend	future	A disproved doing C.	How likely is it that A intended to do C?	0.0	0.0	4
58	sign	positive	object	object	NP V NP to VP[+eventive]	intend	future	A signed B to do C.	How likely is it that B intended to do C?	0.5	1.0	4
58	assure	positive	object	object	NP V NP to VP[+eventive]	intend	future	A assured B to do C.	How likely is it that B intended to do C?	0.5	1.0	4
58	request	negative	subject	object	NP V NP to VP[+eventive]	intend	future	A didn't request B to do C.	How likely is it that A intended for B to do C?	0.0	0.0	4
58	brief	positive	subject	object	NP V NP to VP[+eventive]	believe	future	A briefed B to do C.	How likely is it that A believed that B would do C?	0.61	0.34	4
58	protest	negative	subject	subject	NP V VPing	intend	future	A didn't protest doing C.	How likely is it that A intended to do C?	0.5	0.73	4
58	testify	negative	subject	subject	NP V VPing	want	future	A didn't testify doing C.	How likely is it that A wanted to do C?	0.5	1.0	4
58	denounce	positive	subject	subject	NP V VPing	intend	future	A denounced doing C.	How likely is it that A intended to do C?	0.0	0.0	4
58	glorify	negative	subject	subject	NP V VPing	intend	past	A didn't glorify doing C.	How likely is it that A intended to have done C?	0.0	0.0	4
58	oppose	positive	subject	subject	NP be V to VP[+eventive]	believe	future	A was opposed to do C.	How likely is it that A believed that A would do C?	0.0	0.0	4
58	radio	negative	object	object	NP V NP to VP[+eventive]	intend	past	A didn't radio B to do C.	How likely is it that B intended to have done C?	0.5	1.0	4
